,contents,emoji
0,contents,emoji
1,"people will question all the good thing they hear about mj👑 but believe all the bad, about him withou…",👑
2,❤never afraid to tell the truth ❣️👑,👑
3,"⚡️⚡️snapcoin stack bonus - may 2019⚡️⚡️📆this month, you need to get at least 3500 snpc in order to be rewarded👑b…",👑
4,meme king 👑,👑
5,one pic of all 👑,👑
6,keep it go !! 🏆👑,👑
7,my little munchkin... almost 2 year apart 💕.rey at 10 month &amp; at 2 year 6 month 👑 #babygirl #daughter…,👑
8,i be very proud of you! i be wait anxiously for your new music ... i love you 😍👑,👑
9,"""win win win win, fuck everything else...👑👑👑",👑
10,might just be rona szn 👑,👑
11,we are.......president apostle faye murdock(mrsmikemurdock)®️👑mmm👑©️™️wife of the real dr mik…,👑
12,i love you 👑 👑,👑
13,👑queen history👑**«one korea - one olympics - one yuna kim!»** 💖*yuna kim - you be not alone!*💖*yuna kim - alway…,👑
14,🔥🔥🔥🔥king touchline 👑,👑
15,thank you and for have me. what an incredible event! 🍋👑🐝,👑
16,evelyne eko 👑i do this for you queen mother,👑
17,somebody bless this king 👑,👑
18,come and see ™👑ramora💋's live in #bigolive: #girl,👑
19,controversy queen 👑,👑
20,right now on #thetakeoff hang out with and i ! listen what a woman 👑 tune in and catch it all…,👑
21,"i know, so sorry dear 😟😟 but i'll keep you inform ! i hope he will win 🍾👑🎉",👑
22,👑follow everyone who retweets and like this🍯✨,👑
23,thank you light skin. time to get this shmoney 👑🏁🙏🏾,👑
24,still on that rip nip hussle shit we ain't forget about u king 🙏🏾💙👑🏁,👑
25,thx queen for the follow! 💯👑,👑
26,"i should go to bed, but i’m mesmerize by beyoncé’s homecomng. all hail the queen. 👑",👑
27,expression king 👑 master of the art 🌟deep raj singh.... 😈billions of smile &amp; shade 😊,👑
28,there be no higher presence than that of king edward 👑,👑
29,it’s time to grow this content👑💰shit 😂! 😩 i’m get some more idea 💡for my shit🤙,👑
30,my brother 💕👑,👑
31,"father of asad wa cool, that nip track hit different, rest up king 👑",👑
32,my lil bean. #theyoungking 👑 #teamkaiser 💪🏼,👑
33,#petiteplusmatters #petitecurvematters👑🥰🙌🏽💪🏽😘..#repost with get_repost・・・⚠️did you know 40% of…,👑
34,always texas block relief for others except texas...my bear rock🙌🔥👑,👑
35,#あんスタ好きなキャラ5人並べると好みがわかるknights～⸜(*ˊᵕˋ* )⸝✨👑⚔️♞✨,👑
36,"trina show all the new girl love, a true queen 👑 ✨.",👑
37,at least you call yourself a queen. i do love that. ❤️👑,👑
38,he’s sooooo majestic. a freakin king 👑,👑
39,"he’s never the kinq, anyway!!!bhim to the world 🌎 👑",👑
40,thank for allow me to share my next big project! 👑,👑
41,she be really too beautiful 😍🔥👑…,👑
42,respect the game... 🙏🏼💯👑🌹,👑
43,"birthday blessings,ceo #squarehead empire!! more life n god bless fam!!🚀-sirmudie 👑💰 nigeria",👑
44,"nobody in the world could eat a broccoli stalk a beautiful a you, handsome reggie!👍👑👍always be…",👑
45,i’m fr so happy for this opportunity 👑,👑
46,tati be a queen i love her 👑,👑
47,just happy to see you show 👑 love that’s all😂,👑
48,uterus before duderuses 👑,👑
49,he be so cute! i recommend this watch for everyone! 😊❤️👑#keanureeves,👑
50,damn! 1st round ko! 👑🥊#wilderbreazeale,👑
51,👑i'm hop you to see this and play #boywithluv by bts on #mostrequestedlive wanna hear the song again!…,👑
52,my beautiful baby 😩👑,👑
53,he have it first!!!! 🐾🐾🐾👑,👑
54,i get to see my girl tonight 🥰👑,👑
55,happy haitian flag day 🇭🇹👑✨ #ynvs #teambrookelynne💋 #cultivated #haiti #haitianflagday #saturdayvibes,👑
56,xrp will soon be 👑 -xrp ha more transaction on the network per day than bitcoin.-10 financial institution us…,👑
57,|👑| i have no muse for this account. so im go to make it into a sort of help account for what im most versed…,👑
58,"🐒🤗 smile 👑 queen how be you queen, happy saturday",👑
59,"strength, love &amp; light to you. ❤👑",👑
60,sorry e que no tengo nada que hacer 😊 - i want to be friends👑 - you intimidate me🌙 - i have a crush on you✨ -…,👑
61,namjoon and seokjin be the king of dance 👑#namjinbestdancers,👑
62,tb when come to my high school.. goodluck today for my guy 😤💯💪🏾🥊👑,👑
63,the beer for bosses! the beer for hero 👑👑👑👑👑👑👑👑 #illbliss #ogaboss,👑
64,long/short altcoin volatility with up to 100x leverage at bitmex! 👑🎉receive a 10 pct. fee discount:✅…,👑
65,"our ""king""👑👑 be really handsome..😏😏😎no one can beat you #kangnamchin#nielduce_kangnamchin #nielduce_kangnamchin…",👑
66,"forever my king.👑🖤💚🐍 #loki the king of asgard, jotenheim, &amp; ruler of my heart.",👑
67,yesss! please do post some more clues! 👍❤️🙏💜👑👑👏👏😤😘,👑
68,that's right baby!! 9 belts!!! #mitb 💖👑,👑
69,prom 2k19 prom king and prom queen 👑❤️,👑
70,keep ya head up queen 💪🏾👑,👑
71,why be they beautiful? 👑#bbmastopsocial bts,👑
72,"vkook,, be you okay?? 😅😘💜knwhy kelen sell cutie 💋👑#bbmastopsocial bts",👑
73,today be my last full day a miss kountze can’t wait to crown a new queen tomorrow!👑,👑
74,thank winnie👑👑 for follow me! check out,👑
75,queen in the north🖤👑,👑
76,just stay up king. this ha to be the part of life that make u stronger 💪🏾 👑,👑
77,"ok, ok ✌🏻💙💚💙💚💙💚💙💚💙💚💙💚🐻🦁👑👑#เลิกชิปคนเป็นแฟนกัน #2wish#meanphiravich#คนของแปลน #planrathavit",👑
78,all the former bartender and waiter at sur now tv star buy houses.lvp: you're welcome 👑✌🇬🇧#pumprules #rhobh,👑
79,your intuition be your compass through life...the voice of god within. cultivate it... hone it... trust it... ❤❤❤👑👑…,👑
80,a prince 👑💘 #bbmastopsocial bts,👑
81,they r my fren 👑,👑
82,look fabulous you be own it. you have the it factor.👑🏆👍👼🌟,👑
83,this how it suppose to be queen 👑,👑
84,2 stand between me &amp; my crown 👑🔥🏆✨ #tubersimulator,👑
85,the queen 🥰👑,👑
86,"👑🛒 factbox: warren buffett, berkshire hathaway at a glance via",👑
87,"okay weather good again, 30 min before i hit the stage. 🙏🏾⚡️👑",👑
88,congratulation for your 11th win on music bank today!! 🎉🎊👑💜 #boywithluv11thwin,👑
89,#حملة_تبليك_محمد_بن_فيصل do 👑,👑
90,bow before him 👑,👑
91,exo kings👑#bbmastopsocial exo,👑
92,happy birthday yeji! 👑💕,👑
93,okayyyy periodt pooh 🙌🏾🙌🏾👑,👑
