contentsぉemoji
contentsぉemoji
it wa her turn! 🏴ぉ🏴
well do jamie, all the best for the tt 🇮🇲🇬🇧🏴󠁧󠁢󠁥󠁮󠁧󠁿🏁👍ぉ🏴
klopp: for me, my team be the team of the season#lfc 🏴󠁧󠁢󠁥󠁮󠁧󠁿 #premier_leagueぉ🏴
the uk ha failed, on it last leg a we speak! 🏴󠁧󠁢󠁳󠁣󠁴󠁿🇪🇺ぉ🏴
and you have so much support, a one of scotland’s best politician - thank you 🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿ぉ🏴
after brex💩 expect this corrupt establishment to force this upon scotland 🏴󠁧󠁢󠁳󠁣󠁴󠁿ぉ🏴
still could have have a wager but i don’t endorse betting🏴󠁧󠁢󠁥󠁮󠁧󠁿ぉ🏴
#newprofilepic to celebrate #stgeorgesday 🏴󠁧󠁢󠁥󠁮󠁧󠁿 have a good one!ぉ🏴
live in: 🇵🇹i'm from: 🇵🇹first country i travel to: 🇲🇫last country i travel to: 🏴󠁧󠁢󠁥󠁮󠁧󠁿next country: 🤷‍♂️my…ぉ🏴
quite right! our scotland, our decision 🏴󠁧󠁢󠁳󠁣󠁴󠁿ぉ🏴
manchester #united close in on leeds unite target - inside futbol#lufc 🏴󠁧󠁢󠁥󠁮󠁧󠁿 #championshipぉ🏴
the most northerly of our 830+ #getcreativefestival event so far be in peterhead, aberdeenshire 🏴󠁧󠁢󠁳󠁣󠁴󠁿. we’d love…ぉ🏴
senior champion in scotland today 🙌🏼🏴󠁧󠁢󠁳󠁣󠁴󠁿xぉ🏴
6 arena win with and co tonight. #seaofthieves update continue to smash it!🤘🏴‍☠️ぉ🏴
⠀🏴 day 2 | cradle provide eventbrite’s australasia headquarter with a modern workplace design that be both funct…ぉ🏴
leeds' #bamford get two-game ban for deceive referee - cna#laticsofficial 🏴󠁧󠁢󠁥󠁮󠁧󠁿 #championshipぉ🏴
☠️☠️no more hub and hangout 🏴‍☠️🏴‍☠️🚀🚀🚀its all twitter 🚀🚀🚀gonna drop a major runner tomorrow 🇺🇸🇺🇸 ve day may 8th…ぉ🏴
an absolute beaut 🐝🌳🏴󠁧󠁢󠁳󠁣󠁴󠁿ぉ🏴
man #city transfer news: aguero still plan independiente return#mancity 🏴󠁧󠁢󠁥󠁮󠁧󠁿 #premier_leagueぉ🏴
happy #coosday 🏴󠁧󠁢󠁳󠁣󠁴󠁿ぉ🏴
i have and.... i have a hangover, wee bite dizzy 🥴 when a reach the toap, bite whit a view 😳🏴󠁧󠁢󠁳󠁣󠁴󠁿❤️ぉ🏴
#lufc win percentage per player when involve in league game this season:🏴󠁧󠁢󠁥󠁮󠁧󠁿 j 79%🇨🇭 gb 62%🏴󠁧󠁢󠁳󠁣󠁴󠁿 bd 59…ぉ🏴
samxx 💖💖💙🏴󠁧󠁢󠁷󠁬󠁳󠁿💋❤️ぉ🏴
that #fridayfeeling when it's only 2 day until the first #flyerz session in scotland! 🏴󠁧󠁢󠁳󠁣󠁴󠁿🏑🥰ぉ🏴
cancelaaaaa 2019 🏴💔ぉ🏴
welcome to glasgow❤️🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿ぉ🏴
watch from leicester england 🏴󠁧󠁢󠁥󠁮󠁧󠁿ぉ🏴
i live in: 🏴󠁧󠁢󠁳󠁣󠁴󠁿 i’m from: 🏴󠁧󠁢󠁳󠁣󠁴󠁿 first country i travel to: 🇧🇪 last co…ぉ🏴
